customer,External ID,license number,order_date,orderID,customer_po,start_ship_date,bill_street,bill_street2,bill_city,bill_state,bill_postcode,bill_country,ship_street,ship_street2,ship_city,ship_state,ship_postcode,ship_country,phone,fax,email,contact,rep,cancel_date,ship_method,notes,sku,brand,product_line,Qty (Units),Qty (Cases),product,sale_price,is_sample,customer_external_id,payment_terms,payment_methods,original_sale_price,source,manual,externalOrderID,original_unit_price,status,line_item_total,strain,strain_classification,category,service_zone,unit_price,paid,paid_date,paid_approver,custom_menu_price,production_batch_number,created_by,buyer_paid,delivered_date,sub_category,unit_of_measure,base_units_per_unit
MedMen Las Vegas - Spring Valley,104,4.71821E+19,12/7/21 17:03,c3689ca7,,12/2/21,6332 S Rainbow Blvd,#105,Las Vegas,NV,89118,United States of America,6332 S Rainbow Blvd,#105,Las Vegas,NV,89118,United States of America,,,megan@cannandbotl.com,Megan Little,,,,,4073ba40548cb27d2881,Cann Social Tonics,PRO - Internal Products,25,6.25,PRO - Blood Orange Cardamom 8oz. 6-Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,104,$0.04 ,Complete,$0.25 ,,2:1 CBD,Edibles & Ingestibles,,$0.04 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
MedMen Las Vegas - Spring Valley,104,4.71821E+19,12/7/21 17:03,c3689ca7,,12/2/21,6332 S Rainbow Blvd,#105,Las Vegas,NV,89118,United States of America,6332 S Rainbow Blvd,#105,Las Vegas,NV,89118,United States of America,,,megan@cannandbotl.com,Megan Little,,,,,4a37b3d7fb58ec618b32,Cann Social Tonics,PRO - Internal Products,25,6.25,PRO - Grapefruit Rosemary - 8oz. 6-Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,104,$0.04 ,Complete,$0.25 ,,2:1 CBD,Edibles & Ingestibles,,$0.04 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
MedMen Las Vegas - Spring Valley,104,4.71821E+19,12/7/21 17:03,c3689ca7,,12/2/21,6332 S Rainbow Blvd,#105,Las Vegas,NV,89118,United States of America,6332 S Rainbow Blvd,#105,Las Vegas,NV,89118,United States of America,,,megan@cannandbotl.com,Megan Little,,,,,42e29a8d95ae8d8b64c6,Cann Social Tonics,PRO - Internal Products,25,6.25,PRO - Lemon Lavender 8oz. 6-Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,104,$0.04 ,Complete,$0.25 ,,2:1 CBD,Edibles & Ingestibles,,$0.04 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
MedMen Las Vegas - Spring Valley,104,4.71821E+19,12/7/21 17:03,c3689ca7,,12/2/21,6332 S Rainbow Blvd,#105,Las Vegas,NV,89118,United States of America,6332 S Rainbow Blvd,#105,Las Vegas,NV,89118,United States of America,,,megan@cannandbotl.com,Megan Little,,,,,4b97ba488957ee292040,Cann Social Tonics,PRO - Internal Products,6,1.5,PRO - Cranberry Sage 8oz. 6-Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,104,$0.04 ,Complete,$0.06 ,,2:1 CBD,Edibles & Ingestibles,,$0.04 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
MedMen Las Vegas - Spring Valley,104,4.71821E+19,12/7/21 17:03,c3689ca7,,12/2/21,6332 S Rainbow Blvd,#105,Las Vegas,NV,89118,United States of America,6332 S Rainbow Blvd,#105,Las Vegas,NV,89118,United States of America,,,megan@cannandbotl.com,Megan Little,,,,,40399dec51e57a745d0d,Cann Social Tonics,PRO - Internal Products,4,0.666666667,PRO Cranberry Sage Hi Boy - 4-Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,104,$0.06 ,Complete,$0.04 ,,N/A,Edibles & Ingestibles,,$0.06 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
MedMen Las Vegas - Spring Valley,104,4.71821E+19,12/7/21 17:03,c3689ca7,,12/2/21,6332 S Rainbow Blvd,#105,Las Vegas,NV,89118,United States of America,6332 S Rainbow Blvd,#105,Las Vegas,NV,89118,United States of America,,,megan@cannandbotl.com,Megan Little,,,,,4d94af0d0e059cb90900,Cann Social Tonics,Winter Seasonal,12,2,Pineapple Jalape̱o                                                                                                        -  Hi Boy 4 Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,104,$54.00 ,Complete,$108.00 ,,N/A,Edibles & Ingestibles,,$54.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
MedMen - Paradise,102,4.04552E+18,12/8/21 19:23,e6787549,,12/2/21,4503 Paradise Rd Suite 210-240,,Las Vegas,NV,89169,United States of America,4503 Paradise Rd Suite 210-240,,Las Vegas,NV,89169,United States of America,,,megan@cannandbotl.com,Megan Little,,,,,450d9bbddd176baa0513,Cann Social Tonics,Social Tonics Core 6-Packs,144,36,Blood Orange Cardamom - 8oz. 6-Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,102,$32.00 ,Complete,"$1,152.00 ",,2:1 CBD,Edibles & Ingestibles,,$32.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
MedMen - Paradise,102,4.04552E+18,12/8/21 19:23,e6787549,,12/2/21,4503 Paradise Rd Suite 210-240,,Las Vegas,NV,89169,United States of America,4503 Paradise Rd Suite 210-240,,Las Vegas,NV,89169,United States of America,,,megan@cannandbotl.com,Megan Little,,,,,4b21b40fbca7b8c0fd85,Cann Social Tonics,Social Tonics Core 6-Packs,72,18,Grapefruit Rosemary 8oz. 6-Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,102,$32.00 ,Complete,$576.00 ,,2:1 CBD,Edibles & Ingestibles,,$32.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
MedMen - Paradise,102,4.04552E+18,12/8/21 19:23,e6787549,,12/2/21,4503 Paradise Rd Suite 210-240,,Las Vegas,NV,89169,United States of America,4503 Paradise Rd Suite 210-240,,Las Vegas,NV,89169,United States of America,,,megan@cannandbotl.com,Megan Little,,,,,4373913914c9a21eff52,Cann Social Tonics,Social Tonics Core 6-Packs,24,6,Lemon Lavender - 8oz. 6-Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,102,$32.00 ,Complete,$192.00 ,,2:1 CBD,Edibles & Ingestibles,,$32.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
MedMen - Paradise,102,4.04552E+18,12/8/21 19:23,e6787549,,12/2/21,4503 Paradise Rd Suite 210-240,,Las Vegas,NV,89169,United States of America,4503 Paradise Rd Suite 210-240,,Las Vegas,NV,89169,United States of America,,,megan@cannandbotl.com,Megan Little,,,,,4d94af0d0e059cb90900,Cann Social Tonics,Winter Seasonal,24,4,Pineapple Jalape̱o                                                                                                        -  Hi Boy 4 Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,102,$54.00 ,Complete,$216.00 ,,N/A,Edibles & Ingestibles,,$54.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
MedMen - Paradise,102,4.04552E+18,12/8/21 19:23,e6787549,,12/2/21,4503 Paradise Rd Suite 210-240,,Las Vegas,NV,89169,United States of America,4503 Paradise Rd Suite 210-240,,Las Vegas,NV,89169,United States of America,,,megan@cannandbotl.com,Megan Little,,,,,4392a5410398c93245c0,Cann Social Tonics,Social Tonics Core 6-Packs,48,12,Cranberry Sage 8oz. 6-Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,102,$32.00 ,Complete,$384.00 ,,2:1 CBD,Edibles & Ingestibles,,$32.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
MedMen - Paradise,102,4.04552E+18,12/8/21 19:23,e6787549,,12/2/21,4503 Paradise Rd Suite 210-240,,Las Vegas,NV,89169,United States of America,4503 Paradise Rd Suite 210-240,,Las Vegas,NV,89169,United States of America,,,megan@cannandbotl.com,Megan Little,,,,,4a22ac613e4da5c6c6e6,Cann Social Tonics,Winter Seasonal,48,8,Cranberry Sage Hi Boy - 4-Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,102,$54.00 ,Complete,$432.00 ,,N/A,Edibles & Ingestibles,,$54.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
MedMen - Paradise,102,4.04552E+18,12/8/21 19:23,e6787549,,12/2/21,4503 Paradise Rd Suite 210-240,,Las Vegas,NV,89169,United States of America,4503 Paradise Rd Suite 210-240,,Las Vegas,NV,89169,United States of America,,,megan@cannandbotl.com,Megan Little,,,,,4073ba40548cb27d2881,Cann Social Tonics,PRO - Internal Products,50,12.5,PRO - Blood Orange Cardamom 8oz. 6-Pack,$0.00 ,TRUE,,,,,leaflink,TRUE,102,$0.04 ,Complete,$0.50 ,,2:1 CBD,Edibles & Ingestibles,,$0.04 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
MedMen - Paradise,102,4.04552E+18,12/8/21 19:23,e6787549,,12/2/21,4503 Paradise Rd Suite 210-240,,Las Vegas,NV,89169,United States of America,4503 Paradise Rd Suite 210-240,,Las Vegas,NV,89169,United States of America,,,megan@cannandbotl.com,Megan Little,,,,,4a37b3d7fb58ec618b32,Cann Social Tonics,PRO - Internal Products,50,12.5,PRO - Grapefruit Rosemary - 8oz. 6-Pack,$0.00 ,TRUE,,,,,leaflink,TRUE,102,$0.04 ,Complete,$0.50 ,,2:1 CBD,Edibles & Ingestibles,,$0.04 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
MedMen - Paradise,102,4.04552E+18,12/8/21 19:23,e6787549,,12/2/21,4503 Paradise Rd Suite 210-240,,Las Vegas,NV,89169,United States of America,4503 Paradise Rd Suite 210-240,,Las Vegas,NV,89169,United States of America,,,megan@cannandbotl.com,Megan Little,,,,,42e29a8d95ae8d8b64c6,Cann Social Tonics,PRO - Internal Products,50,12.5,PRO - Lemon Lavender 8oz. 6-Pack,$0.00 ,TRUE,,,,,leaflink,TRUE,102,$0.04 ,Complete,$0.50 ,,2:1 CBD,Edibles & Ingestibles,,$0.04 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
MedMen - Paradise,102,4.04552E+18,12/8/21 19:23,e6787549,,12/2/21,4503 Paradise Rd Suite 210-240,,Las Vegas,NV,89169,United States of America,4503 Paradise Rd Suite 210-240,,Las Vegas,NV,89169,United States of America,,,megan@cannandbotl.com,Megan Little,,,,,4b97ba488957ee292040,Cann Social Tonics,PRO - Internal Products,6,1.5,PRO - Cranberry Sage 8oz. 6-Pack,$0.00 ,TRUE,,,,,leaflink,TRUE,102,$0.04 ,Complete,$0.06 ,,2:1 CBD,Edibles & Ingestibles,,$0.04 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
MedMen - Paradise,102,4.04552E+18,12/8/21 19:23,e6787549,,12/2/21,4503 Paradise Rd Suite 210-240,,Las Vegas,NV,89169,United States of America,4503 Paradise Rd Suite 210-240,,Las Vegas,NV,89169,United States of America,,,megan@cannandbotl.com,Megan Little,,,,,40399dec51e57a745d0d,Cann Social Tonics,PRO - Internal Products,4,0.666666667,PRO Cranberry Sage Hi Boy - 4-Pack,$0.00 ,TRUE,,,,,leaflink,TRUE,102,$0.06 ,Complete,$0.04 ,,N/A,Edibles & Ingestibles,,$0.06 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
The Apothecarium,122,5.68595E+19,12/8/21 19:35,7fdf61e0,,12/2/21,7885 W Sahara Ave Suite 112,,Las Vegas,NV,89117,United States of America,7885 W Sahara Ave Suite 112,,Las Vegas,NV,89117,United States of America,,,megan@cannandbotl.com,Megan Little,,,,,4392a5410398c93245c0,Cann Social Tonics,Social Tonics Core 6-Packs,20,5,Cranberry Sage 8oz. 6-Pack,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,122,$32.00 ,Complete,$160.00 ,,2:1 CBD,Edibles & Ingestibles,,$32.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
The Apothecarium,105,5.68595E+19,12/8/21 19:37,b1bc244d,,12/2/21,7885 W Sahara Ave Suite 112,,Las Vegas,NV,89117,United States of America,7885 W Sahara Ave Suite 112,,Las Vegas,NV,89117,United States of America,,,megan@cannandbotl.com,Megan Little,,,,,450d9bbddd176baa0513,Cann Social Tonics,Social Tonics Core 6-Packs,10,2.5,Blood Orange Cardamom - 8oz. 6-Pack,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,105,$32.00 ,Complete,$80.00 ,,2:1 CBD,Edibles & Ingestibles,,$32.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
The Apothecarium,105,5.68595E+19,12/8/21 19:37,b1bc244d,,12/2/21,7885 W Sahara Ave Suite 112,,Las Vegas,NV,89117,United States of America,7885 W Sahara Ave Suite 112,,Las Vegas,NV,89117,United States of America,,,megan@cannandbotl.com,Megan Little,,,,,4b21b40fbca7b8c0fd85,Cann Social Tonics,Social Tonics Core 6-Packs,10,2.5,Grapefruit Rosemary 8oz. 6-Pack,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,105,$32.00 ,Complete,$80.00 ,,2:1 CBD,Edibles & Ingestibles,,$32.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
The Apothecarium,105,5.68595E+19,12/8/21 19:37,b1bc244d,,12/2/21,7885 W Sahara Ave Suite 112,,Las Vegas,NV,89117,United States of America,7885 W Sahara Ave Suite 112,,Las Vegas,NV,89117,United States of America,,,megan@cannandbotl.com,Megan Little,,,,,4d94af0d0e059cb90900,Cann Social Tonics,Winter Seasonal,10,1.666666667,Pineapple Jalape̱o                                                                                                        -  Hi Boy 4 Pack,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,105,$54.00 ,Complete,$70.00 ,,N/A,Edibles & Ingestibles,,$42.00 ,FALSE,,,$42.00 ,,Megan Little,FALSE,,Beverages,Unit,1 Unit
The Apothecarium,105,5.68595E+19,12/8/21 19:37,b1bc244d,,12/2/21,7885 W Sahara Ave Suite 112,,Las Vegas,NV,89117,United States of America,7885 W Sahara Ave Suite 112,,Las Vegas,NV,89117,United States of America,,,megan@cannandbotl.com,Megan Little,,,,,40399dec51e57a745d0d,Cann Social Tonics,PRO - Internal Products,20,3.333333333,PRO Cranberry Sage Hi Boy - 4-Pack,$0.00 ,TRUE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,105,$0.06 ,Complete,$0.20 ,,N/A,Edibles & Ingestibles,,$0.06 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
The Apothecarium,105,5.68595E+19,12/8/21 19:37,b1bc244d,,12/2/21,7885 W Sahara Ave Suite 112,,Las Vegas,NV,89117,United States of America,7885 W Sahara Ave Suite 112,,Las Vegas,NV,89117,United States of America,,,megan@cannandbotl.com,Megan Little,,,,,4b97ba488957ee292040,Cann Social Tonics,PRO - Internal Products,6,1.5,PRO - Cranberry Sage 8oz. 6-Pack,$0.00 ,TRUE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,105,$0.04 ,Complete,$0.06 ,,2:1 CBD,Edibles & Ingestibles,,$0.04 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
The Apothecarium,105,5.68595E+19,12/8/21 19:37,b1bc244d,,12/2/21,7885 W Sahara Ave Suite 112,,Las Vegas,NV,89117,United States of America,7885 W Sahara Ave Suite 112,,Las Vegas,NV,89117,United States of America,,,megan@cannandbotl.com,Megan Little,,,,,4b97ba488957ee292040,Cann Social Tonics,PRO - Internal Products,6,1.5,PRO - Cranberry Sage 8oz. 6-Pack,$0.00 ,FALSE,,Net 30 (Payment due 30 days after invoice date),,,leaflink,TRUE,105,$0.04 ,Complete,$0.06 ,,2:1 CBD,Edibles & Ingestibles,,$0.04 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
MedMen - DTLV,103,6.75012E+19,12/10/21 11:19,2b5429ae,,12/2/21,823 S 3rd St,,Las Vegas,NV,89101,United States of America,823 S 3rd St,,Las Vegas,NV,89101,United States of America,,,megan@cannandbotl.com,Megan Little,Gia Kubik,,,,450d9bbddd176baa0513,Cann Social Tonics,Social Tonics Core 6-Packs,48,12,Blood Orange Cardamom - 8oz. 6-Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,103,$32.00 ,Complete,$384.00 ,,2:1 CBD,Edibles & Ingestibles,,$32.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
MedMen - DTLV,103,6.75012E+19,12/10/21 11:19,2b5429ae,,12/2/21,823 S 3rd St,,Las Vegas,NV,89101,United States of America,823 S 3rd St,,Las Vegas,NV,89101,United States of America,,,megan@cannandbotl.com,Megan Little,Gia Kubik,,,,4b21b40fbca7b8c0fd85,Cann Social Tonics,Social Tonics Core 6-Packs,60,15,Grapefruit Rosemary 8oz. 6-Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,103,$32.00 ,Complete,$480.00 ,,2:1 CBD,Edibles & Ingestibles,,$32.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
MedMen - DTLV,103,6.75012E+19,12/10/21 11:19,2b5429ae,,12/2/21,823 S 3rd St,,Las Vegas,NV,89101,United States of America,823 S 3rd St,,Las Vegas,NV,89101,United States of America,,,megan@cannandbotl.com,Megan Little,Gia Kubik,,,,4373913914c9a21eff52,Cann Social Tonics,Social Tonics Core 6-Packs,36,9,Lemon Lavender - 8oz. 6-Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,103,$32.00 ,Complete,$288.00 ,,2:1 CBD,Edibles & Ingestibles,,$32.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
MedMen - DTLV,103,6.75012E+19,12/10/21 11:19,2b5429ae,,12/2/21,823 S 3rd St,,Las Vegas,NV,89101,United States of America,823 S 3rd St,,Las Vegas,NV,89101,United States of America,,,megan@cannandbotl.com,Megan Little,Gia Kubik,,,,4d94af0d0e059cb90900,Cann Social Tonics,Winter Seasonal,24,4,Pineapple Jalape̱o                                                                                                        -  Hi Boy 4 Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,103,$54.00 ,Complete,$216.00 ,,N/A,Edibles & Ingestibles,,$54.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
MedMen - DTLV,103,6.75012E+19,12/10/21 11:19,2b5429ae,,12/2/21,823 S 3rd St,,Las Vegas,NV,89101,United States of America,823 S 3rd St,,Las Vegas,NV,89101,United States of America,,,megan@cannandbotl.com,Megan Little,Gia Kubik,,,,4392a5410398c93245c0,Cann Social Tonics,Social Tonics Core 6-Packs,48,12,Cranberry Sage 8oz. 6-Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,103,$32.00 ,Complete,$384.00 ,,2:1 CBD,Edibles & Ingestibles,,$32.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
MedMen - DTLV,103,6.75012E+19,12/10/21 11:19,2b5429ae,,12/2/21,823 S 3rd St,,Las Vegas,NV,89101,United States of America,823 S 3rd St,,Las Vegas,NV,89101,United States of America,,,megan@cannandbotl.com,Megan Little,Gia Kubik,,,,4a22ac613e4da5c6c6e6,Cann Social Tonics,Winter Seasonal,36,6,Cranberry Sage Hi Boy - 4-Pack,$0.00 ,FALSE,,,,,leaflink,TRUE,103,$54.00 ,Complete,$324.00 ,,N/A,Edibles & Ingestibles,,$54.00 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
MedMen - DTLV,103,6.75012E+19,12/10/21 11:19,2b5429ae,,12/2/21,823 S 3rd St,,Las Vegas,NV,89101,United States of America,823 S 3rd St,,Las Vegas,NV,89101,United States of America,,,megan@cannandbotl.com,Megan Little,Gia Kubik,,,,4fddb3cead5a822c12b9,Cann Social Tonics,PRO - Internal Products,25,1.041666667,PRO - Blood Orange Cardamom 8oz. SINGLES,$0.00 ,TRUE,,,,,leaflink,TRUE,103,$0.24 ,Complete,$0.25 ,,2:1 CBD,Edibles & Ingestibles,,$0.24 ,FALSE,,,,,Megan Little,FALSE,,Beverages,Unit,1 Unit
